TR009838,11.180,363692,NENHUM,FALSE,ENTREGUE,LC ENCOMENDAS E CARGAS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,16/04/2025,685006,CRISTIANO,09/05 - 16:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR031957,11.180,379698,NENHUM,FALSE,ENTREGUE,LC ENCOMENDAS E CARGAS LTDA,CLIENTE,P,PAGO,NÃO TEM,,31/03/2026,1032483,CRISTIANO,10/04/2026,16:00,,CORTESIA,379638,CHINIL E VINIL,,,,,,,,,,,,,,,,,
TR023566,25.480,379699,NENHUM,FALSE,ENTREGUE,LC ENCOMENDAS E CARGAS LTDA,CLIENTE,P,PAGO,REALIZADA,Circular AT 049-25 - Ação de Oficina – Verificação dos tubos de alimentação de combustível - 1 Item(s),31/03/2026,1032484,CRISTIANO,10/04/2026,16:00,,CORTESIA,379639,CHINIL E VINIL,,,,,,,,,,,,,,,,,
SR018612,11.180,374700,NENHUM,FALSE,ENTREGUE,LCJ PARTICIPAÇÕES E SERVIÇOS LTDA,CLIENTE,NÃO,PAGO,,,15/01/2026,,PAULO,16/01/2026 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR014165,27.260,371523,NENHUM,FALSE,ENTREGUE,LEANDRO VALMOR LAUCK,CLIENTE,OK,PAGO,NÃO TEM,,25/09/2025,1001582,JORGE,13/10 - 09:00 HORAS,,,"R$ 5.000,00",371444,Emplacamento - Insul FIlme -Tapete vinil - Tapete moeda -Calha de chuva - Mangueira de soprar - Chinil Bancos -  Chinil Painel,,,,,,,,,,,,,,,,,
TR031688,11.180,380925,NENHUM,FALSE,ENTREGUE,LM PRODUCOES EVENTOS E LOCADORA LTDA,CLIENTE,P,PAGO,NÃO TEM,,10/04/2026,1033947,MARIANA,04/05/2026,16:00,,MARIANA,380852,SOPRADOR E VINIL,,,,,,,,,,,,,,,,,
TR032127,11.180,34819,NENHUM,FALSE,ENTREGUE,LM TRANSPORTES INTERSTADUAIS SERVICOS E COMERCIO S.A,CLIENTE,NÃO,PAGO,NÃO TEM,,21/11/2025,709704,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
SR036147,19.380,366541,NENHUM,FALSE,ENTREGUE,LOCART LOCACOES DE UTENSILIOS PARA EVENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,23/06/2025,984535,CARLOS,26/06 - 14:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR004874,26.260,362127,NENHUM,FALSE,ENTREGUE,LP BRAVA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,24/03/2025,,GUILHERME,30/05 - 10:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR202763,29.530,374345,NENHUM,FALSE,ENTREGUE,LUCAS ALLA LOGISTICA LTDA - PRETO,CLIENTE,OS.,PAGO,NÃO TEM,,,1012711,CRISTIANO,18/12 - 13:30 HORAS,,,CORTESIA,374298,"INSUFILME, CALHA, TAPETE VINIL, CHINIL, DEFLETOR TETO ALTO, SAIA LATERAL 6 RODAS DE ALUMINIO ALCOA - PINTAR GRADE FRONTAL E PARALAMAS",,,,,,,,,,,,,,,,,
SR204225,29.530,367858,NENHUM,FALSE,ENTREGUE,LUCAS RIBEIRO DE SOUZA,CLIENTE,OK,PAGO,NÃO TEM,,21/07/2025,989636,DOUGLAS,11/08 - 09:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR200052,29.530,366836,NENHUM,FALSE,ENTREGUE,LUCAS RIBEIRO DE SOUZA,CLIENTE,OK,PAGO,NÃO TEM,,29/08/2025,997032,DOUGLAS,19/09 - 09:00 HORAS,,,EXTERNO,369996,"DEFLETOR CEGONHEIRO, SAIA LATERAL, PARALAMAS PINTADOS, RODAS BLACK PIANO DE FERRO ORIGINAIS DO CAMINHAO, BUZINA MARITIMA, TAPETE BORRACHA, CAPA BANCO E PAINEL, ANTENA e SUPORTE, PINTURA DE CUBOS, TAMPA DOS PARAFUSOS e BALCK PIANO APENAS NO ADESIVOS ORIGINAIS",,,,,,,,,,,,,,,,,
TR200052,29.530,366836,NENHUM,FALSE,ENTREGUE,LUCAS RIBEIRO DE SOUZA,CLIENTE,OK,PAGO,NÃO TEM,,29/08/2025,997032,DOUGLAS,,,,EXTERNO,369996,"DEFLETOR CEGONHEIRO, SAIA LATERAL, PARALAMAS PINTADOS, RODAS BLACK PIANO DE FERRO ORIGINAIS DO CAMINHAO, BUZINA MARITIMA, TAPETE BORRACHA, CAPA BANCO E PAINEL, ANTENA e SUPORTE, PINTURA DE CUBOS, TAMPA DOS PARAFUSOS e BALCK PIANO APENAS NO ADESIVOS ORIGINAIS",,,,,,,,,,,,,,,,,
,9.180,371062,NENHUM,FALSE,ENTREGUE,LUCINEI FRANCISCO ALVES - (COLOCOU SOMENTE TAPETE) nao tinha a cor de chinil,CLIENTE,OK,PAGO,NÃO TEM,,19/09/2025,1000782,DOUGLAS,CLIENTE COLOCOU SOMENTE TAPETE ,,,"R$ 3.000,00",371158,"TAPETE DE BORRACHA , CHINIL BANCO E PAINEL  ",,,,,,,,,,,,,,,,,
TR015630,9.180,374181,NENHUM,FALSE,ENTREGUE,LUIZ CARLOS DE ALBUQUERQUE - ACESSÓRIOS NO ASSENTAMENTO,CLIENTE,SIM,PAGO,NÃO TEM,,09/12/2025,1014356,DOUGLAS,13/12 - 10:00 HORAS,,,"R$ 1.000,00",,,,,,,,,,,,,,,,,,,
SR033160,9.180,370824,NENHUM,FALSE,ENTREGUE,LUIZ FERNANDO AMARAL ,CLIENTE,OK,PAGO,NÃO TEM,,15/09/2025,999766,PAULO,19/09 - 14:00 HORAS,,,"R$ 10.000,00",370802,04 RODAS DE ALUMINIO - TAPETE DE VERNIZ - TAPETE MOEDA - MANGUEIRA DE SOPRAR - CHINIL PARA BANCOS E PAINEL - INSUFILM- BUZINA MARITIMA - 24 CAPAS DE PORCAS ,,,,,,,,,,,,,,,,,
TR006017,11.180,368114,NENHUM,FALSE,ENTREGUE,LUIZA & ROCHA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,25/07/2025,990705,JORGE,06/08 - 13:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR007014,18.210,368598,NENHUM,FALSE,ENTREGUE,LUIZA & ROCHA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,01/08/2025,992011,JORGE,06/08 - 13:30 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR000156,11.180,364788,NENHUM,FALSE,ENTREGUE,LUIZA & ROCHA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,21/11/2025,1011310,JORGE,03/12 - 09:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR000198,11.180,374046,NENHUM,FALSE,ENTREGUE,LUIZA & ROCHA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,21/11/2025,1110295,JORGE,03/12 - 09:00 HORAS,,,,,,,,,,,,,,,,,,,,,,
TR018903,30.320,369154,NENHUM,FALSE,ENTREGUE,LUZTOL INDUSTRIA QUIMICA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,13/08/2025,698122,LUIZ CARLOS,,,,,,,,,,,,,,,,,,,,,,,
VR014428,30.320,BRANCO GEADA,LAVADO,,ENTREGUE,LUZTOL INDUSTRIA QUIMICA LTDA,CLIENTE,,,15/05/2026,727301,LUIS CARLOS,PAGO,NÃO,382835,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR013721,18.210,BRANCO GEADA,LAVADO,,ENTREGUE,LUZTOL INDUSTRIA QUIMICA LTDA,CLIENTE,,,15/05/2026,727299,LUIS CARLOS,PAGO,NÃO,382836,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
TR006689,17.210,364884,NENHUM,FALSE,ENTREGUE,M R MORAIS ROCHA LTDA,CLIENTE,OK,PAGO,NÃO TEM,,25/04/2025,974297,PAULO,26/05 - 10:00 HORAS,,,R$ 1.34246,364927,"SOPRADOR, CHINIL B e P, TAPETE VERNIZ, MOEDA E INSUFILME",,,,,,,,,,,,,,,,,
TR010695,18.210,366638,NENHUM,FALSE,ENTREGUE,M&C TRANSPORTE RODOVIARIO DE CARGAS LTDA ,CLIENTE,OK,PAGO,NÃO TEM,,19/09/2025,1000652,JORGE,26/09 - 09:00 HORAS,,,"R$ 5.000,00",371098,EMPLACAMENTO - INTERCLIMA -VIDROS ELETRICOS - TAPETE VINIL - TAPETE MOEDA - INSULFILME - MANGUEIRA DE SOPRAR- CHINIL BANCOS E PAINEL E CALHA DE CHUVA ,,,,,,,,,,,,,,,,,
TR034086,26.260,375615,NENHUM,FALSE,ENTREGUE,M&C TRANSPORTES LTDA,CLIENTE,P,PAGO,NÃO TEM,,29/01/2026,1022044,CRISTIANO,24/03/26,13:30,,CORTESIA,376544,"INSUFILME, CHINIL, VINIL, VIDRO ELETRICO E SOM",,,,,,,,,,,,,,,,,
VR008408,26.260,380196,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS - 24/03,16/03/2026,719889,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR008465,26.260,380189,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS - 24/03,16/03/2026,719890,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR008472,26.260,380191,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS - 24/03,16/03/2026,719891,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR008491,26.260,380197,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS - 24/03,16/03/2026,719829,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR003453,17.210,380194,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS,27/02/2026,718157,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR003940,17.210,380198,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS,27/02/2026,718156,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR002571,17.210,380195,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS,24/02/2026,717166,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR000714,17.210,380201,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,30/01/2026,715890,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR002235,17.210,380200,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,26/01/2026,714781,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR001882,17.210,380186,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,26/01/2026,714772,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR001066,17.210,380199,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,26/01/2026,714770,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR001615,17.210,380188,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,26/01/2026,714769,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR000766,17.210,380187,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS GOIANIA,26/01/2026,714704,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR003198,17.210,380193,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,MAAS SERVIÇOS,27/02/2026,718178,CRISTIANO,15/04/2026,BRUNO,,,,,,,,,,,,,,,,,,,,,
VR007438,9.180,380611,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,06/03/2026,719132,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR007631,9.180,380615,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719435,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR007662,9.180,380612,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719434,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR007674,9.180,380613,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719398,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR007775,9.180,380614,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719436,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR000094,17.210,381384,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,,EMAQ IND - APARECIDA DE GOIANIA GP ,22/01/2026,714550,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR008639,26.260,381102,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720205,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008761,26.260,381103,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720203,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008851,26.260,381105,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720202,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008756,26.260,381106,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720201,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008859,26.260,381107,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720413,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR009028,26.260,381108,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720416,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR009034,26.260,381109,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720414,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR009169,26.260,381110,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720412,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR009174,26.260,381111,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720411,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR009212,26.260,381112,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,63809 - VOTUPORANDA - 05/04/2026,20/03/2026,720518,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR007857,9.180,381113,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP-SANTO ANTONIO DA PATRULHA RS 27/03,11/03/2026,719540,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR007871,9.180,381114,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP-SANTO ANTONIO DA PATRULHA RS 27/03,11/03/2026,719474,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR007880,9.180,381115,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP-SANTO ANTONIO DA PATRULHA RS 27/03,11/03/2026,719475,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001173,17.210,381116,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS GOIANIA,26/01/2026,714771,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001812,26.260,381117,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS GOIANIA,26/01/2026,714709,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001966,17.210,381118,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS GOIANIA,23/01/2026,714612,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001668,17.210,381119,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS GOIANIA,23/01/2026,714611,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001875,17.210,381120,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,MAAS SERVIÇOS GOIANIA,23/01/2026,714599,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001988,17.210,381144,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,23/01/2026,714598,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR002158,17.210,381145,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,23/01/2026,714597,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001653,17.210,381146,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,23/01/2026,714596,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001493,17.210,381147,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714577,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001538,17.210,381148,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714576,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR000726,17.210,381149,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714551,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR000586,17.210,381150,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714548,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001385,26.260,381151,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714529,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR000619,17.210,381168,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714547,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001363,26.260,381170,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714530,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR001503,26.260,381171,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,22/01/2026,714528,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008690,26.260,381172,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720206,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR008826,26.260,381173,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,,18/03/2026,720188,CRISTIANO,06/05/2026,,,,,,,,,,,,,,,,,,,,,,
VR007788,9.180,380610,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719433,CRISTIANO,ENTREGA FEITA NA EMPRESA - BRUNO,,,,,,,,,,,,,,,,,,,,,,
VR007788,9.180,380610,,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,PAGO,NÃO TEM,IMAP - 19/03,10/03/2026,719433,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR008677,26.260,381872,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,,18/03/2026,720204,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR009311,26.260,382473,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,63802 - SAO JOSE DO RIO PRETO-SP - 02/04,23/03/2026,720574,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR009323,26.260,382474,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,63842 - SAO JOSE DO RIO PRETO-SP - 07/04,23/03/2026,720575,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR010117,26.260,382475,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,FACCHINI VOTUPORANGA - SP - 07/04/2026,27/03/2026,721216,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR008834,26.260,382484,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,FACCHINI - VOTUPORANGA - 08/04,20/03/2026,720410,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR009421,26.260,382486,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,63820 - SÃO JOSE DO RIO PRETO - 05/04/26,23/03/2026,720580,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR009129,26.260,382485,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,63867 - VOTUPORANGA - 11/04,20/03/2026,720409,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR008539,26.260,382487,NENHUM,FALSE,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,N,,NÃO TEM,MAAS SERVIÇOS - 24/03,17/03/2026,719947,CRISTIANO,,,,,,,,,,,,,,,,,,,,,,,
VR009284,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,23/03/2026,720573,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009274,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,23/03/2026,720582,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009605,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,24/03/2026,720834,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009732,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,25/03/2026,720941,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009837,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,25/03/2026,720942,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009831,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,25/03/2026,720943,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR009859,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,25/03/2026,720944,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR010065,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,26/03/2026,721179,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR003030,17.210,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,24/02/2026,717173,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR003680,17.210,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,27/02/2026,718159,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR008653,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,17/03/2026,720052,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR008730,26.260,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,18/03/2026,720081,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR002494,17.210,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,21/02/2026,716874,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR002787,17.210,BRANCO GEADA,,,ENTREGUE,MAAS SERVICOS LTDA,CLIENTE,,,21/02/2026,716875,CRISTIANO,,,,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
SR020272,30.320,351809,NENHUM,FALSE,ENTREGUE,MACENA TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,15/04/2025,972764,GUILHERME,20/05 - 08:00 HORAS,,,"R$ 4.000,00",,ACESSORIOS,,,,,,,,,,,,,,,,,
